sensor_point5_i_value,sensor_point6_i_value,sensor_point7_i_value,sensor_point8_i_value,sensor_point9_i_value,sensor_point10_i_value,clean_temp,clean_ec,clean_ph4,clean_ph5,clean_ph7,clean_ph8,clean_pressure11,clean_pressure12,clean_pressure21,clean_pressure22,clean_pressure23,clean_pressure31,clean_pressure33,clean_pressure41,clean_pressure42,clean_pressure51,clean_pressure52,clean_pressure61,clean_pressure62,clean_pressure71,clean_pressure72,clean_pressure81,clean_pressure82,clean_pressure91,clean_pressure92,clean_pressure101,clean_pressure102,oven_pa1,oven_pa2,oven_pb1,oven_pb2,oven_a1,oven_a2,oven_a3,oven_b1,oven_b2,oven_b3,painting_g1_act_a_air,painting_g1_act_f_air,painting_g1_act_t_air,painting_g1_act_hvv,painting_g1_act_hvc,painting_g2_act_a_air,painting_g2_act_f_air,painting_g2_act_t_air,painting_g2_act_hvv,painting_g2_act_hvc,painting_g3_act_a_air,painting_g3_act_f_air,painting_g3_act_t_air,painting_g3_act_hvv,painting_g3_act_hvc,painting_g4_act_a_air,painting_g4_act_f_air,painting_g4_act_t_air,painting_g4_act_hvv,painting_g4_act_hvc,painting_g5_act_a_air,painting_g5_act_f_air,painting_g5_act_t_air,painting_g5_act_hvv,painting_g5_act_hvc,painting_g6_act_a_air,painting_g6_act_f_air,painting_g6_act_t_air,painting_g6_act_hvv,painting_g6_act_hvc,painting_g7_act_a_air,painting_g7_act_f_air,painting_g7_act_t_air,painting_g7_act_hvv,painting_g7_act_hvc,painting_g8_act_a_air,painting_g8_act_f_air,painting_g8_act_t_air,painting_g8_act_hvv,painting_g8_act_hvc,painting_g9_act_a_air,painting_g9_act_f_air,painting_g9_act_t_air,painting_g9_act_hvv,painting_g9_act_hvc,painting_g10_act_a_air,painting_g10_act_f_air,painting_g10_act_t_air,painting_g10_act_hvv,painting_g10_act_hvc,painting_g11_act_a_air,painting_g11_act_f_air,painting_g11_act_t_air,painting_g11_act_hvv,painting_g11_act_hvc,painting_g12_act_a_air,painting_g12_act_f_air,painting_g12_act_t_air,painting_g12_act_hvv,painting_g12_act_hvc,env_rpi05_hum,env_rpi05_pm1,env_rpi05_pm10,env_rpi05_pm25,env_rpi05_temp,env_rpi07_hum,env_rpi07_pm1,env_rpi07_pm10,env_rpi07_pm25,env_rpi07_temp,env_rpi09_hum,env_rpi09_lux,env_rpi09_pm1,env_rpi09_pm10,env_rpi09_pm25,env_rpi09_temp,env_rpi14_hum,env_rpi14_lux,env_rpi14_pm1,env_rpi14_pm10,env_rpi14_pm25,env_rpi14_temp,env_rpi15_hum,env_rpi15_lux,env_rpi15_pm1,env_rpi15_pm10,env_rpi15_pm25,env_rpi15_temp
76,70,89,60,74,90,50.5,14.45,8.9,7.7,7.3,6.83,858.83,1435.91,1000.67,891.87,732.12,527.71,817.12,1046.45,977.31,824.76,635.63,1094.24,638.53,643.95,1024.3,903.29,846.48,905.39,789.08,0,0,179.84,199.16,194.82,186.95,160.67,179.65,177.48,155.88,168.74,165.88,8.61,167.92,294.96,53.85,13.91,8.41,162.33,285.21,49.69,20.04,8.47,162.51,293.66,49.27,19.83,7.48,147.06,257.8,42.93,16.49,7.54,71.01,255.94,38.58,20.43,0,0,0,0,0,7.94,159.62,279.93,46.55,10.93,8.08,155.87,279.93,53.66,13.38,8.2,154.03,276.86,50.58,16.71,7.36,142.12,242.66,45.01,12.94,6.98,131.76,244.3,47.01,9,0,0,0,0,0,59.59,58.9,71.4,63.45,29.75,45.69,7.7,10.5,9.15,27.13,64.01,0,0.8,1.3,1.05,26.93,47.81,0.6,19.75,33.5,27.25,34.44,42.8,1.1,22.45,36.04,30.25,35.52
82,52,100,74,60,83,50.5,14.45,8.9,7.7,7.3,6.83,858.83,1435.91,1000.67,891.87,732.12,527.71,817.12,1046.45,977.31,824.76,635.63,1094.24,638.53,643.95,1024.3,903.29,846.48,905.39,789.08,0,0,179.84,199.16,194.82,186.95,160.67,179.65,177.48,155.88,168.74,165.88,8.61,167.92,294.96,53.85,13.91,8.41,162.33,285.21,49.69,20.04,8.47,162.51,293.66,49.27,19.83,7.48,147.06,257.8,42.93,16.49,7.54,71.01,255.94,38.58,20.43,0,0,0,0,0,7.94,159.62,279.93,46.55,10.93,8.08,155.87,279.93,53.66,13.38,8.2,154.03,276.86,50.58,16.71,7.36,142.12,242.66,45.01,12.94,6.98,131.76,244.3,47.01,9,0,0,0,0,0,59.59,58.9,71.4,63.45,29.75,45.69,7.7,10.5,9.15,27.13,64.01,0,0.8,1.3,1.05,26.93,47.81,0.6,19.75,33.5,27.25,34.44,42.8,1.1,22.45,36.04,30.25,35.52
84,60,101,68,52,76,50.45,14.45,8.94,7.7,7.3,6.83,859.26,1435.5,1000.24,891.12,732.12,526.85,817.16,1046.4,977.14,824.59,635.5,1094.12,638.34,643.18,1023.24,903.07,846.35,905.25,789.03,0,0,178.66,199.5,194.67,186.38,160.18,179.12,176.31,155.34,168.05,165.1,8.02,147.32,286.11,49.88,17.16,8.42,142.97,278.86,47.11,21.31,8.11,142.87,286.16,45.76,23.16,6.78,131.71,252.74,38.88,17.8,6.72,63.12,253.86,36.36,20.26,0,0,0,0,0,7.56,148.06,273.03,45.93,9.9,8.25,155.79,272.92,52.32,13.13,7.92,148.29,272.91,49.35,16.93,6.83,131.93,230.75,43.3,11.64,6.54,111.37,230.23,43.96,9.8,0,0,0,0,0,59.59,58.9,71.4,63.45,29.75,45.69,7.7,10.5,9.15,27.13,64.01,0,0.8,1.3,1.05,26.93,47.81,0.6,19.75,33.5,27.25,34.44,42.8,1.1,22.45,36.04,30.25,35.52
78,66,120,72,77,79,50.45,14.45,8.94,7.7,7.3,6.83,859.26,1435.5,1000.24,891.12,732.12,526.85,817.16,1046.4,977.14,824.59,635.5,1094.12,638.34,643.18,1023.24,903.07,846.35,905.25,789.03,0,0,178.66,199.5,194.67,186.38,160.18,179.12,176.31,155.34,168.05,165.1,8.02,147.32,286.11,49.88,17.16,8.42,142.97,278.86,47.11,21.31,8.11,142.87,286.16,45.76,23.16,6.78,131.71,252.74,38.88,17.8,6.72,63.12,253.86,36.36,20.26,0,0,0,0,0,7.56,148.06,273.03,45.93,9.9,8.25,155.79,272.92,52.32,13.13,7.92,148.29,272.91,49.35,16.93,6.83,131.93,230.75,43.3,11.64,6.54,111.37,230.23,43.96,9.8,0,0,0,0,0,59.59,58.9,71.4,63.45,29.75,45.69,7.7,10.5,9.15,27.13,64.01,0,0.8,1.3,1.05,26.93,47.81,0.6,19.75,33.5,27.25,34.44,42.8,1.1,22.45,36.04,30.25,35.52
84,82,103,70,54,94,50.45,14.45,8.94,7.7,7.3,6.83,859.26,1435.5,1000.24,891.12,732.12,526.85,817.16,1046.4,977.14,824.59,635.5,1094.12,638.34,643.18,1023.24,903.07,846.35,905.25,789.03,0,0,178.66,199.5,194.67,186.38,160.18,179.12,176.31,155.34,168.05,165.1,8.02,147.32,286.11,49.88,17.16,8.42,142.97,278.86,47.11,21.31,8.11,142.87,286.16,45.76,23.16,6.78,131.71,252.74,38.88,17.8,6.72,63.12,253.86,36.36,20.26,0,0,0,0,0,7.56,148.06,273.03,45.93,9.9,8.25,155.79,272.92,52.32,13.13,7.92,148.29,272.91,49.35,16.93,6.83,131.93,230.75,43.3,11.64,6.54,111.37,230.23,43.96,9.8,0,0,0,0,0,59.59,58.9,71.4,63.45,29.75,45.69,7.7,10.5,9.15,27.13,64.01,0,0.8,1.3,1.05,26.93,47.81,0.6,19.75,33.5,27.25,34.44,42.8,1.1,22.45,36.04,30.25,35.52
76,70,90,60,68,85,50.45,14.45,8.94,7.7,7.3,6.83,859.66,1434.87,1000.35,890.2,732.18,525.92,817.04,1046.29,977.34,824.55,635.48,1093.61,638.02,642.44,1022.08,903.04,846.22,905.12,789.13,0,0,178.01,200.05,193.59,185.26,160.01,179.1,175.5,155.08,167.84,164.77,7.93,145.32,282.71,50.26,17.1,8.3,148.12,288.78,47.86,21.13,7.96,145.6,290.85,45.56,22.66,6.96,120.13,232.53,37.8,17.63,6.77,59.67,238.98,35.89,20.9,0,0,0,0,0,7.73,148.27,273.1,47.11,9.73,8.18,159.59,278.76,52.57,13.45,7.93,150.77,275.8,49.51,16.72,6.7,131.89,231.14,41.07,10.9,6.42,109.46,225.58,41.67,9.2,0,0,0,0,0,59.53,58.73,71.36,63.36,29.76,45.57,7.68,10.31,9,27.15,63.92,0,0.84,1.31,1.05,26.91,47.5,0.57,19.68,32.84,26.94,34.53,42.64,1.1,22.21,35.52,29.84,35.59
82,66,87,60,62,70,50.45,14.45,8.94,7.7,7.3,6.77,859.81,1434.35,1000.08,889.72,732.17,525.92,817,1046.42,977.27,824.52,635.45,1093.75,637.95,642.11,1021.52,903.11,846.13,905.12,789.11,0,0,177.62,200.3,193.06,184.71,160.26,179.56,175.56,155.3,168.28,165.13,7.83,141.56,275.97,49.92,16.89,8.12,143.46,280.4,46.7,21.17,8.03,141.22,282.73,45.04,22.46,6.86,116.56,227.03,37.53,17.18,6.89,59.27,237.18,35.22,20.43,0,0,0,0,0,8.3,148.43,273.2,46.93,10,8.03,158.16,276.16,51.86,13.59,7.78,149.12,273.34,49.17,16.38,6.67,132.31,231.83,41.43,10.7,6.08,109.79,226.4,41.99,9.08,0,0,0,0,0,59.53,58.73,71.36,63.36,29.76,45.57,7.68,10.31,9,27.15,63.92,0,0.84,1.31,1.05,26.91,47.5,0.57,19.68,32.84,26.94,34.53,42.64,1.1,22.21,35.52,29.84,35.59
78,79,84,51,62,80,50.45,14.45,8.94,7.7,7.3,6.77,859.81,1434.35,1000.08,889.72,732.17,525.92,817,1046.42,977.27,824.52,635.45,1093.75,637.95,642.11,1021.52,903.11,846.13,905.12,789.11,0,0,177.62,200.3,193.06,184.71,160.26,179.56,175.56,155.3,168.28,165.13,7.83,141.56,275.97,49.92,16.89,8.12,143.46,280.4,46.7,21.17,8.03,141.22,282.73,45.04,22.46,6.86,116.56,227.03,37.53,17.18,6.89,59.27,237.18,35.22,20.43,0,0,0,0,0,8.3,148.43,273.2,46.93,10,8.03,158.16,276.16,51.86,13.59,7.78,149.12,273.34,49.17,16.38,6.67,132.31,231.83,41.43,10.7,6.08,109.79,226.4,41.99,9.08,0,0,0,0,0,59.53,58.73,71.36,63.36,29.76,45.57,7.68,10.31,9,27.15,63.92,0,0.84,1.31,1.05,26.91,47.5,0.57,19.68,32.84,26.94,34.53,42.64,1.1,22.21,35.52,29.84,35.59
79,74,90,63,98,66,50.36,14.4,8.94,7.7,7.3,6.76,859.93,1433.95,999.91,889.03,732.11,525.17,817.01,1046.53,977.29,824.28,635.38,1093.97,637.76,641.66,1020.97,903.31,845.86,905.12,788.97,0,0,176.36,201.13,191.13,183.74,175.3,207.05,192.81,178.47,206.63,198.54,8.42,143.4,278.63,50.28,16.56,8.2,143.94,280.07,46.32,21.68,7.86,142.96,284.58,44.58,22.41,7.09,120.74,233.82,39.16,17.91,7.08,60.48,240.7,36.28,20.9,0,0,0,0,0,8.87,154.19,283.41,47.76,10.4,7.89,159.96,280.47,53.39,14.05,8.08,154.45,284.06,52.26,16.25,7.19,135.44,236.75,45.22,10.94,6.55,114.05,234.6,45.62,9.58,0,0,0,0,0,59.53,58.73,71.36,63.36,29.76,45.57,7.68,10.31,9,27.15,63.92,0,0.84,1.31,1.05,26.91,47.5,0.57,19.68,32.84,26.94,34.53,42.64,1.1,22.21,35.52,29.84,35.59
84,68,82,74,86,92,50.36,14.4,8.94,7.7,7.3,6.76,859.93,1433.95,999.91,889.03,732.11,525.17,817.01,1046.53,977.29,824.28,635.38,1093.97,637.76,641.66,1020.97,903.31,845.86,905.12,788.97,0,0,176.36,201.13,191.13,183.74,175.3,207.05,192.81,178.47,206.63,198.54,8.42,143.4,278.63,50.28,16.56,8.2,143.94,280.07,46.32,21.68,7.86,142.96,284.58,44.58,22.41,7.09,120.74,233.82,39.16,17.91,7.08,60.48,240.7,36.28,20.9,0,0,0,0,0,8.87,154.19,283.41,47.76,10.4,7.89,159.96,280.47,53.39,14.05,8.08,154.45,284.06,52.26,16.25,7.19,135.44,236.75,45.22,10.94,6.55,114.05,234.6,45.62,9.58,0,0,0,0,0,59.53,58.73,71.36,63.36,29.76,45.57,7.68,10.31,9,27.15,63.92,0,0.84,1.31,1.05,26.91,47.5,0.57,19.68,32.84,26.94,34.53,42.64,1.1,22.21,35.52,29.84,35.59
80,66,96,82,70,94,50.45,15.1,,,,7.7,819.74,1406.35,997.28,865.97,722.75,538.68,807.54,740.67,956.13,822.81,639.7,1059.57,646.21,654.24,1071.76,880.5,843.6,906.14,788.3,0,446.14,75.36,80.18,73.16,72.53,179.18,215.59,210.93,182.38,210.26,204.41,0,0,0,0,0,6.32,127.87,213.04,38.95,10.73,6.87,142.08,243.63,44.75,11.25,6.58,141.92,236.13,43.74,12.55,5.76,124.39,194.58,36.11,8.25,0,0,0,0,0,0,0,0,0,0,5.33,118.93,197.94,37.62,7.89,6.98,148.46,236.3,40.66,16.31,6.69,133.91,234.27,42.51,13.42,5.3,100.62,185.15,31.71,11.75,0,0,0,0,0,61.15,53.91,67.65,57.19,27.94,58.8,11.94,15.15,14.23,27.94,59.35,0,0.73,1.15,1,27.35,45.79,0.41,9.15,13.52,11.57,19.98,65.66,0.05,14.49,19.24,18.28,27.34
66,68,96,79,72,78,50.45,15.1,,,,7.7,819.74,1406.35,997.28,865.97,722.75,538.68,807.54,740.67,956.13,822.81,639.7,1059.57,646.21,654.24,1071.76,880.5,843.6,906.14,788.3,0,446.14,75.36,80.18,73.16,72.53,179.18,215.59,210.93,182.38,210.26,204.41,0,0,0,0,0,6.32,127.87,213.04,38.95,10.73,6.87,142.08,243.63,44.75,11.25,6.58,141.92,236.13,43.74,12.55,5.76,124.39,194.58,36.11,8.25,0,0,0,0,0,0,0,0,0,0,5.33,118.93,197.94,37.62,7.89,6.98,148.46,236.3,40.66,16.31,6.69,133.91,234.27,42.51,13.42,5.3,100.62,185.15,31.71,11.75,0,0,0,0,0,61.15,53.91,67.65,57.19,27.94,58.8,11.94,15.15,14.23,27.94,59.35,0,0.73,1.15,1,27.35,45.79,0.41,9.15,13.52,11.57,19.98,65.66,0.05,14.49,19.24,18.28,27.34
55,62,115,76,62,68,50.4,10.77,,,,7.66,820.29,1406.61,997.16,865.76,722.96,538.68,807.37,740.46,956.52,822.92,639.66,1059.7,646.31,654.23,1071.69,880.97,843.64,906.22,788.26,0,446.01,75.35,80.18,73.2,72.54,179.71,215.9,211.42,183.15,210.75,204.57,0,0,0,0,0,8.28,172.23,286.78,52.28,14.36,9.52,197.91,339.36,62.31,15.68,9.22,199.22,332.23,61.32,17.61,7.91,172.28,269.73,50.4,11.63,0,0,0,0,0,0,0,0,0,0,7.92,171.28,285.06,53.78,11.86,9.74,215.34,340.38,59.13,23.4,9.96,193.99,339.34,62.04,18.89,7.65,144.14,265.03,45.78,16.91,0,0,0,0,0,61.15,53.91,67.65,57.19,27.94,58.8,11.94,15.15,14.23,27.94,59.35,0,0.73,1.15,1,27.35,45.79,0.41,9.15,13.52,11.57,19.98,65.66,0.05,14.49,19.24,18.28,27.34
68,70,116,90,66,73,50.4,10.77,,,,7.66,820.29,1406.61,997.16,865.76,722.96,538.68,807.37,740.46,956.52,822.92,639.66,1059.7,646.31,654.23,1071.69,880.97,843.64,906.22,788.26,0,446.01,75.35,80.18,73.2,72.54,179.71,215.9,211.42,183.15,210.75,204.57,0,0,0,0,0,8.28,172.23,286.78,52.28,14.36,9.52,197.91,339.36,62.31,15.68,9.22,199.22,332.23,61.32,17.61,7.91,172.28,269.73,50.4,11.63,0,0,0,0,0,0,0,0,0,0,7.92,171.28,285.06,53.78,11.86,9.74,215.34,340.38,59.13,23.4,9.96,193.99,339.34,62.04,18.89,7.65,144.14,265.03,45.78,16.91,0,0,0,0,0,61.15,53.91,67.65,57.19,27.94,58.8,11.94,15.15,14.23,27.94,59.35,0,0.73,1.15,1,27.35,45.79,0.41,9.15,13.52,11.57,19.98,65.66,0.05,14.49,19.24,18.28,27.34
88,64,100,94,74,92,50.4,10.77,,,,7.66,820.29,1406.61,997.16,865.76,722.96,538.68,807.37,740.46,956.52,822.92,639.66,1059.7,646.31,654.23,1071.69,880.97,843.64,906.22,788.26,0,446.01,75.35,80.18,73.2,72.54,179.71,215.9,211.42,183.15,210.75,204.57,0,0,0,0,0,8.28,172.23,286.78,52.28,14.36,9.52,197.91,339.36,62.31,15.68,9.22,199.22,332.23,61.32,17.61,7.91,172.28,269.73,50.4,11.63,0,0,0,0,0,0,0,0,0,0,7.92,171.28,285.06,53.78,11.86,9.74,215.34,340.38,59.13,23.4,9.96,193.99,339.34,62.04,18.89,7.65,144.14,265.03,45.78,16.91,0,0,0,0,0,61.15,53.91,67.65,57.19,27.94,58.8,11.94,15.15,14.23,27.94,59.35,0,0.73,1.15,1,27.35,45.79,0.41,9.15,13.52,11.57,19.98,65.66,0.05,14.49,19.24,18.28,27.34
93,88,86,66,88,94,50.4,10.77,,,,7.66,772.09,1334.48,941.53,824.23,682.56,510.98,765.25,702.39,907.77,780.76,608.07,1005.47,614.82,622.13,1017,836.11,804.1,859.78,754.61,0,431.58,161.39,205.28,203.01,176.91,180.96,216.54,212.74,185.57,212.54,204.89,0,0,0,0,0,7.04,131.32,247.61,44.42,13.85,8.47,151.46,293.04,53.66,14.37,8.11,151.57,284.74,51.06,17.7,6.76,133,232.32,42.59,11.82,0,0,0,0,0,0,0,0,0,0,7.3,132.44,238.47,44.95,11.75,8.03,164.97,282.45,48.27,20.56,8.11,147.11,277.99,51.53,15.05,6.47,108.54,218.92,38.54,13.47,0,0,0,0,0,61.15,53.9,67.63,57.16,27.95,58.7,11.85,15.08,14.12,27.91,59.36,0,0.74,1.14,1,27.35,45.9,0.41,9.21,13.6,11.67,20.14,65.45,0.06,14.45,19.22,18.24,27.41
88,72,71,64,76,96,50.4,10.77,,,,7.66,772.09,1334.48,941.53,824.23,682.56,510.98,765.25,702.39,907.77,780.76,608.07,1005.47,614.82,622.13,1017,836.11,804.1,859.78,754.61,0,431.58,161.39,205.28,203.01,176.91,180.96,216.54,212.74,185.57,212.54,204.89,0,0,0,0,0,7.04,131.32,247.61,44.42,13.85,8.47,151.46,293.04,53.66,14.37,8.11,151.57,284.74,51.06,17.7,6.76,133,232.32,42.59,11.82,0,0,0,0,0,0,0,0,0,0,7.3,132.44,238.47,44.95,11.75,8.03,164.97,282.45,48.27,20.56,8.11,147.11,277.99,51.53,15.05,6.47,108.54,218.92,38.54,13.47,0,0,0,0,0,61.15,53.9,67.63,57.16,27.95,58.7,11.85,15.08,14.12,27.91,59.36,0,0.74,1.14,1,27.35,45.9,0.41,9.21,13.6,11.67,20.14,65.45,0.06,14.45,19.22,18.24,27.41
89,81,76,64,86,90,50.4,10.77,,,,7.66,744.1,1286.41,907.47,794.52,657.94,492.52,737.73,676.96,875.04,752.69,586.19,969.05,592.69,599.7,980.38,805.55,775.34,828.71,727.69,0,416.36,161.76,204.89,202.61,177.12,181.28,216.7,213.04,186.15,213.03,204.97,0,0,0,0,0,7.36,128.33,251.38,45.35,14.74,8.29,146.53,294.42,53.72,14.68,8.37,146.67,286.13,51.06,18.07,6.78,128.76,232.55,42.62,11.83,0,0,0,0,0,0,0,0,0,0,7,130.43,241.34,44.2,11.94,8.41,161.55,283.99,48.44,20.72,8.11,143.26,278.72,51.65,15.23,6.43,106.63,221.7,38.68,13.45,0,0,0,0,0,61.15,53.9,67.63,57.16,27.95,58.7,11.85,15.08,14.12,27.91,59.36,0,0.74,1.14,1,27.35,45.9,0.41,9.21,13.6,11.67,20.14,65.45,0.06,14.45,19.22,18.24,27.41
82,84,66,68,84,84,50.4,10.77,,,,7.66,680.94,1178.2,830.72,727.9,602.22,451.11,675.55,619.91,801.53,689.35,536.96,887.73,543.07,549.35,898.03,737.94,710.51,759.05,667.05,0,382.05,162.35,203.86,201.93,177.85,181.73,216.96,213.41,187.05,213.62,205.04,1.6,28.52,55.45,8.87,4.73,6.69,118.83,230.87,41.23,14.07,7.4,127.49,258.67,47.49,12.62,7.5,128.4,253.39,44.85,16.55,6.26,119.81,220.19,39.01,11.56,0,0,0,0,0,1.18,22.04,38.53,6.29,1.85,6.38,115.38,215.87,39.6,10.77,7.55,142.52,255.78,43.85,18.46,7.61,128.06,250.74,47.16,13.61,6.3,100.38,208.05,36.61,12.31,0,0,0,0,0,61.15,53.9,67.63,57.16,27.95,58.7,11.85,15.08,14.12,27.91,59.36,0,0.74,1.14,1,27.35,45.9,0.41,9.21,13.6,11.67,20.14,65.45,0.06,14.45,19.22,18.24,27.41
68,96,117,68,79,84,50.4,10.77,,,,7.66,680.94,1178.2,830.72,727.9,602.22,451.11,675.55,619.91,801.53,689.35,536.96,887.73,543.07,549.35,898.03,737.94,710.51,759.05,667.05,0,382.05,162.35,203.86,201.93,177.85,181.73,216.96,213.41,187.05,213.62,205.04,1.6,28.52,55.45,8.87,4.73,6.69,118.83,230.87,41.23,14.07,7.4,127.49,258.67,47.49,12.62,7.5,128.4,253.39,44.85,16.55,6.26,119.81,220.19,39.01,11.56,0,0,0,0,0,1.18,22.04,38.53,6.29,1.85,6.38,115.38,215.87,39.6,10.77,7.55,142.52,255.78,43.85,18.46,7.61,128.06,250.74,47.16,13.61,6.3,100.38,208.05,36.61,12.31,0,0,0,0,0,61.15,53.9,67.63,57.16,27.95,58.7,11.85,15.08,14.12,27.91,59.36,0,0.74,1.14,1,27.35,45.9,0.41,9.21,13.6,11.67,20.14,65.45,0.06,14.45,19.22,18.24,27.41
92,62,118,81,68,76,50.2,15.2,,,,7.6,843.03,1466.22,1002.29,885.53,721.27,539.42,808.93,745.81,948.27,827.37,639.3,1060,647.41,659.09,1080.24,883.4,847.17,909.05,787.37,0,0,169.68,198.33,193.18,183.29,189.26,220.02,222.3,187.2,212.43,207.66,0.09,2.96,5.7,1.13,0.1,6.01,127.71,213.67,37.9,11.76,7.95,169.34,293.12,52.89,14.35,8.27,166.78,278.65,51.56,13.71,6.37,142.03,224.34,41.87,9.75,0,0,0,0,0,0.42,7.25,13.35,2.08,0.74,5.76,122.83,205,39,8.48,8.05,170.56,273.47,47.38,18.06,8,148.83,261.56,48.13,14.92,6.41,112.64,207.89,36.97,13.73,0,0,0,0,0,59.61,53.12,66.62,55.75,28.52,48.5,5.75,8.25,6.75,26.11,60.18,0,0.87,1.12,1,27.04,51.17,1.37,17,29.62,22.87,32.83,47.95,1,15.75,21.62,20.12,32.65
